01,2023-01-12,15.6,-3.5
02,2023-02-27,14.7,-4.4
03,2023-03-22,25.8,6.9
04,2023-04-19,28.0,13.2
05,2023-05-17,31.4,15.6
06,2023-06-19,33.5,19.8
07,2023-07-29,35.0,24.6
08,2023-08-06,35.7,24.8
09,2023-09-03,32.5,22.3
10,2023-10-04,24.1,10.9
11,2023-11-02,26.3,13.9
12,2023-12-09,19.8,8.6
